,サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
1468,【閉店】松の湯,1,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1469,コナミスポーツクラブ西船橋,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1470,天徳泉,3,11,対象：男女,78,-,84,22,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1471,コナミスポーツクラブ 武蔵野,0,0,対象：男女,90,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1472,押上温泉 大黒湯,218,304,対象：男女,80,20,60,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1473,みどりの湯 田喜野井店,4,35,対象：男女,90,17,80,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1474,東急スポーツオアシス武蔵小金井店,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1475,メガロス三鷹店,1,1,対象：男女,90,18,90,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1476,コナミスポーツクラブ荻窪南口,2,5,対象：男女,90,28,90,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1477,メガロス吉祥寺,4,0,対象：男女,92,19,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,ng
1478,ぎょうけい館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1479,【閉店】多津乃湯,0,0,対象：男女,90,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1480,フルーツパーク富士屋ホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1481,第三玉の湯,113,211,対象：男女,94,23,90,21,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
1482,ホテル&スパ月美 太陽の里,7,9,対象：男女,88,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1483,ドーミーイン秋葉原,3,1,男性専用,90,25,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1484,八王子市 戸吹湯ったり館,1,5,対象：男女,50,22,90,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1485,香藤湯,42,24,対象：男女,96,26,86,22,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1486,コナミスポーツクラブ 武蔵境,0,0,対象：男女,90,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1487,三光湯,7,6,対象：男女,100,24,95,23,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1488,甲斐市民温泉百楽泉,0,1,対象：男女,92,23,90,19,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1489,コナミスポーツクラブ 飯田橋,0,0,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1490,高砂湯,35,52,対象：男女,90,26,93,22,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1491,船橋グランドサウナandカプセルホテル,11,68,男性専用,100,19,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1492,スポーツクラブNAS吉祥寺,0,0,対象：男女,94,22,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1493,サウナカプセルアスカ,105,223,男性専用,110,17.5,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
1494,メガロス立川 北館,0,1,対象：男女,90,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1495,犬吠埼観光ホテル,2,1,対象：-,98,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1496,境南浴場,123,359,対象：男女,96,22,94,16,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1497,春の湯,11,17,対象：男女,96,24,88,23.5,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1498,柳湯,2,6,対象：男女,48,24,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1499,ルビーパレス・レディスサウナ,218,150,女性専用,?,?,90,20,-,-,-,-,-,ng,ok,ng,ng,ok,ok,-
1500,【閉店】サウナ岩盤浴湯・ゆう,4,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1501,セントラルスポーツ ジムスタ 飯田橋サクラテラス,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1502,宮の湯,0,1,対象：男女,40,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1503,カプセルイン錦糸町,156,425,男性専用,119,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1504,【閉店】神田アクアハウス 江戸遊,22,29,対象：男女,90,21.5,90,18,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
1505,スポーツクラブ&スパ ルネサンス 亀戸,0,10,対象：男女,90,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1506,カプセルホテル新宿510,17,6,女性専用,?,?,90,16,-,-,-,-,-,ng,ng,ng,ng,ok,ng,-
1507,東急スポーツオアシス 新宿24Plus,1,16,対象：男女,90,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1508,メガロスクロス錦糸町24・ACTY Base,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1509,高砂湯,14,55,対象：男女,90,24,88,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1510,コナミスポーツクラブ立川,0,0,対象：男女,90,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1511,ドーミーインPREMIUM神田,3,6,対象：男女,96,17,96,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1512,松の湯,1,1,対象：男女,-,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1513,コナミスポーツクラブ船橋,0,0,対象：男女,-,21,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1514,大星湯,11,11,対象：男女,84,22,90,22,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1515,スパ&カプセル ニューウイング,608,1574,男性専用,95,15,75,20,ng,ng,ok,ng,ok,ok,-,-,-,-,-,-
1516,奥湯村温泉 紅椿の湯,0,8,対象：-,90,24.2,90,23.8,ng,ng,ng,ok,ng,-,ng,ng,ng,ok,ng,-
1517,新宿区役所前カプセルホテル,9,26,男性専用,82,10,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1518,大和湯,3,13,対象：男女,94,18,92,19,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1519,杉並 桜湯(さくら湯),24,35,対象：男女,105,27,85,22,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1520,セントラルホテル,113,394,男性専用,94,17,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1521,コナミスポーツクラブ妙典,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1522,エスフォルタ市ヶ谷(スポーツクラブ・ヨガ・スポーツジム),0,0,対象：男女,?,?,80,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
1523,コナミスポーツクラブ 中野富士見町,0,4,対象：男女,80,-,80,-,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
1524,神明温泉志麻の湯,0,1,対象：男女,105,21,94,18,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ok,-
1525,コナミスポーツクラブ 東大島,1,0,対象：男女,90,-,90,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1526,湊湯,2,5,男性専用,94,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1527,ドーミーインPREMIUM東京小伝馬町,6,2,対象：男女,95,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1528,清春湯,151,146,対象：男女,88,13,84,14,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1529,浅茂川温泉静の里,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1530,SPA大手町,25,17,対象：男女,85,20,80,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1531,コナミスポーツクラブ津田沼,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1532,塩湯,14,24,対象：男女,92,25,103,23,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
1533,第二久の湯,16,22,対象：男女,98,26,89,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1534,千代乃湯,17,78,対象：男女,90,20,80,21,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1535,東京健康ランド まねきの湯,52,64,対象：男女,90,18,90,16,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
1536,クリーンスパ市川,5,9,対象：男女,90,20,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1537,ジェクサー・フィットネス&スパ新宿,37,204,対象：男女,90,19,90,18.9,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1538,サウナカプセルホテル コア21,17,47,男性専用,100,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1539,鶴の湯,15,19,対象：男女,95,20,94,25,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
1540,柳屋,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1541,山梨日帰り温泉 湯めみの丘,17,82,対象：男女,93,17.8,92,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1542,コナミスポーツクラブ船堀,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1543,辰巳湯,32,43,対象：男女,110,25,90,25,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1544,あけぼの湯,34,131,対象：男女,100,22,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1545,観音湯,60,66,対象：男女,100,22,90,25,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1546,湯の森 深大湯,58,65,対象：男女,94,20,96,17,ng,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1547,甲州市 勝沼健康福祉センター,2,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1548,センチュリオンキャビン赤坂スパ,13,2,女性専用,?,?,60,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
1549,栄湯 (渋谷笹塚温泉栄湯),111,184,対象：男女,88,24,81,20,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ng,ok
1550,サウナビューティー赤坂,37,20,女性専用,?,?,95,20,-,-,-,-,-,ng,ng,ng,ng,ok,ng,-
1551,付知峡倉屋温泉 おんぽいの湯,0,3,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1552,喜久乃湯温泉,2,4,対象：男女,78,27,82,30,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
1553,ドーミーイン東京八丁堀,0,4,対象：男女,85,19,85,-,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ng,-
1554,天空のアジト マルシンスパ,780,2097,男性専用,98,20,?,?,ok,ng,ok,ok,ok,ok,-,-,-,-,-,-
1555,縄文の湯,17,13,対象：男女,42,23,43,20.2,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1556,エスフォルタ赤坂,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1557,かぷせるイン赤坂,5,21,男性専用,90,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1558,八幡湯,18,6,女性専用,?,?,102,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
1559,フィットネス&スパNASリバーシティ21,2,28,対象：男女,93,20,93,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1560,弥栄あしぎぬ温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1561,湯ったり館,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1562,日の出湯,4,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1563,松原湯,5,1,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1564,東急スポーツオアシス聖路加ガーデン店,1,29,対象：男女,96,22,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1565,増穂湯,11,11,対象：男女,96,-,78,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1566,南青山 清水湯,263,307,対象：男女,90,20,78,21,ng,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok
1567,ドーミーインPREMIUM渋谷神宮前,1,2,対象：男女,?,?,90,18,-,-,-,-,-,ng,ng,ng,ng,ok,ng,-
1568,月見湯温泉,95,235,対象：男女,90,24,82,25,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ok,ok
1569,【閉店】名取温泉,0,1,対象：男女,100,20,92,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1570,エスフォルタ 六本木店,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1571,コナミスポーツクラブ 西葛西店,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1572,ヒルズスパ仙石山,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1573,軟水銭湯・月島温泉,38,40,対象：男女,90,18,90,17,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1574,水月スパ&フィットネス,2,1,対象：-,?,?,86,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
1575,セントラルフィットネスクラブ南青山,3,6,対象：男女,94,15,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1576,コナミスポーツクラブ 東松原,0,1,対象：男女,92,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1577,竹野温泉 誕生の湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1578,【閉店】磊の温泉 六本木VIVI,8,13,対象：男女,93,19,80,20,ok,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1579,スポーツクラブNAS勝どき,0,6,対象：男女,?,?,90,20,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
1580,サウナ&カプセルミナミ下北沢店,20,24,男性専用,100,20,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1581,ドーミーイン甲府,0,5,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
1582,NAGOMI スパ アンド フィットネス,8,2,対象：男女,-,16.5,84,18.5,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1583,八王子 松の湯,8,19,対象：男女,88,20,85,20,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1584,ホテル甲斐路,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1585,休暇村 竹野海岸,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1586,夕日ヶ浦温泉 外湯 花ゆうみ,0,1,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1587,勝どき湯,6,4,対象：男女,90,21,87,22,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
1588,京水荘,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1589,銘石の宿 かげつ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1590,カプセルホテル渋谷,25,77,男性専用,96,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1591,ホテル金波楼,0,2,対象：男女,?,?,84,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
1592,ドゥ・スポーツプラザ豊洲,1,1,対象：男女,90,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1593,クアハウス石和,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1594,エスフォルタ渋谷,0,2,対象：男女,85,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1595,旅館きこり,0,1,対象：-,90,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1596,メガロスクロス 調布24,1,0,男性専用,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1597,神代湯,18,52,対象：男女,85,23,85,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1598,石和名湯館 糸柳,1,0,対象：男女,90,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1599,メガロス八王子,1,1,男性専用,85,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,ng
1600,THE SPA 成城,114,255,対象：男女,90,19.8,86,20.7,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1601,改良湯,540,647,対象：男女,96,19,91,14,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1602,稲荷湯,18,49,対象：男女,98,22,90,19,ng,ng,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
1603,ホテル古柏園,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1604,麻布黒美水温泉竹の湯,90,59,対象：男女,90,15,86,13,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1605,石和温泉公衆浴場,2,0,対象：男女,40,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1606,髪剪處千葉稲毛店,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1607,NAS アネックス,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1608,甲斐リゾートホテル,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1609,ドーミーインEXPRESS目黒青葉台,1,3,対象：男女,92,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,ng
1610,八幡湯,58,82,対象：男女,100,20,90,20,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
1611,RAFEEL恵比寿|ジム・ホットヨガ・フィットネス,2,15,対象：男女,85,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1612,ホテル エミオン 東京ベイ,1,0,対象：男女,85,20,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
1613,富士見湯,45,46,対象：男女,90,20,82,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
1614,狛江 富の湯,9,9,対象：男女,86,18,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1615,石和ふれあいセンター なごみの湯,0,1,対象：男女,60,30,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1616,湯パークレビランド,63,77,対象：男女,86,18.5,88,18.8,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1617,光明泉,135,232,対象：男女,88,18,81,17,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1618,釜無川レクリエーションセンター,1,2,対象：男女,95,21,92,21,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
1619,コナミスポーツクラブ八王子,0,0,対象：男女,90,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1620,アクアガーデン三越湯,62,73,対象：男女,92,18,82,18,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng
1621,桜湯,5,113,対象：男女,91,20,90,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1622,メガロスルフレ恵比寿,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1623,敦賀きらめき温泉リラ・ポート,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1624,アパホテル&リゾート〈東京ベイ幕張〉,3,19,対象：男女,80,23,37,23,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok,ng
1625,ホテル昭和,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1626,駒の湯,197,372,対象：男女,80,20,76,19,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
1627,グランサイズ 恵比寿ガーデン,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1628,お湯どころ野川,23,11,対象：男女,88,21,78,23,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1629,越のゆ 敦賀店,2,5,対象：男女,90,16,90,16,ok,ok,ng,ok,ok,ng,ok,ok,ng,ok,ok,ng
1630,ニューサンピア敦賀・つぬがの湯,0,0,対象：男女,95,17,?,?,ng,ok,ng,ng,ok,-,-,-,-,-,-,-
1631,スパ白金,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1632,シェラトン都ホテル東京 都ヘルスクラブ,0,1,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1633,高尾の湯ふろッぴィ,0,0,対象：男女,-,-,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
1634,コナミスポーツクラブ稲毛,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1635,コナミスポーツクラブ稲城,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1636,狛江湯,17,36,対象：男女,96,25,88,23,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1637,丸正浴場,8,4,対象：男女,90,25,88,25,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1638,京王高尾山温泉 極楽湯,31,85,対象：男女,87,17.8,80,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
1639,大蔵第二運動場,0,0,対象：-,90,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1640,コナミスポーツクラブ目黒,1,2,対象：男女,95,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1641,永山健康ランド 竹取の湯,30,46,対象：男女,94,18,80,19,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
1642,大西屋水翔苑,0,1,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1643,子宝の湯,4,4,対象：男女,89,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1644,ビバークランド,1,7,男性専用,92,17,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1645,庵スパ TOKYO,0,2,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
1646,ももの里温泉,2,4,対象：男女,100,17,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1647,コナミスポーツクラブ碑文谷,0,4,対象：男女,?,?,85,17,-,-,-,-,-,ng,ng,ng,ng,ng,ok,-
1648,月光泉,15,24,対象：男女,54,20,56,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1649,【閉店】ミネラル・スパ四季彩の湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1650,遊・湯ふれあい公園,2,5,対象：男女,108,17.7,100,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1651,湯快爽快『湯けむり横丁』みはま,11,39,対象：男女,85,17.3,85,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1652,天然温泉HealthySPAサンロード,5,24,対象：男女,82,24,70,19,ng,ok,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
1653,武蔵小山温泉 清水湯,193,400,対象：男女,90,20,86,22,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1654,スポーツクラブNAS大崎,1,7,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1655,コナミスポーツクラブ二子玉川,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1656,信州まつかわ温泉 清流苑,3,38,対象：男女,84,23,-,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1657,お台場 大江戸温泉物語,28,62,対象：男女,90,18,78,20,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
1658,東急スポーツオアシス南大沢24plus,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1659,宮城湯,72,83,対象：男女,90,17,104,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1660,かすみ・矢田川温泉,0,4,男性専用,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1661,フィットネスクラブ アトリオドゥーエ二子玉川,3,22,対象：男女,90,18.7,82,17.5,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1662,錦湯,4,6,対象：男女,82,30,-,27,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1663,みどり湯,36,69,対象：男女,98,27.5,87,22,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1664,コナミスポーツクラブ 本店,3,13,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1665,コナミスポーツクラブ自由が丘駅前,0,73,対象：男女,92,17,90,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1666,カプセルホテル ザ・イン,2,10,男性専用,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1667,金春湯 大崎,312,609,対象：男女,92,23,85,20,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
1668,八幡湯,10,12,対象：男女,95,19,90,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
1669,メガロス中延,0,16,対象：男女,90,18.1,90,19,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1670,松の湯,81,116,対象：男女,94,20,85,25,ng,ok,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1671,【閉店】ビジネスイン ウェルネス,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1672,末広湯,10,11,対象：男女,94,25,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1673,松葉浴場,10,10,対象：男女,90,20,80,26,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
1674,さがみ湖温泉 うるり,8,13,対象：男女,92,18,90,14,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
1675,新生湯,43,76,対象：男女,92,22,88,24,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1676,野天湯元 湯快爽快 くりひら,16,34,対象：男女,86,18,90,17.5,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1677,ピース湯,11,15,対象：男女,84,21,80,26,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1678,コナミスポーツクラブ橋本,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
1679,稲荷湯,9,36,対象：男女,92,23,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1680,蘇我 大和湯,0,1,対象：男女,94,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1681,湯の郷ほのか 蘇我店,15,30,対象：男女,60,20,90,17,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
