,サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
362,八森いさりび温泉ハタハタ館,6,14,対象：男女,92,26,92,21,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
363,スパドーム,0,1,対象：男女,60,22,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
364,【閉店】金田一温泉センター「ゆうゆうゆーらく」,0,0,対象：男女,90,15,-,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
365,ホテルゆとりあ藤里,1,1,男性専用,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
366,たしろ温泉ユップラ,1,4,対象：男女,90,17,-,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
372,ひない温泉比内のゆ,3,6,対象：-,88,15,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
375,花輪温泉 ゆたろう,1,2,男性専用,90,15,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
376,久慈サウナ,11,11,男性専用,89,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
377,久慈健康ランド 古墳ノ湯,1,1,対象：男女,95,19,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
378,長寿の湯,0,1,男性専用,105,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
379,五の宮のゆ,0,2,対象：男女,107,15,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
382,湯瀬ホテル,1,0,男性専用,90,13,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
385,三種町山本健康保養センター森岳温泉ゆうぱる,0,1,対象：男女,70,18,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
386,奥中山高原温泉「煌星の湯」,2,2,対象：男女,90,10,-,16,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
387,新山根温泉 べっぴんの湯,1,0,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
388,奥中山高原温泉「朝朱の湯」,1,1,対象：男女,100,13,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
391,ポルダー潟の湯,0,24,対象：-,90,20,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
394,ラビスタ安比高原,0,1,男性専用,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
395,ホテル安比グランド,0,2,対象：男女,94,18,82,20,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
396,安比温泉白樺の湯,0,4,対象：男女,74,12,74,21,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
401,温浴ランドおが なまはげのゆっこ,1,6,対象：男女,95,17,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
403,打当温泉マタギの湯,0,2,対象：男女,90,17,?,?,ng,ng,ng,ok,ng,ok,-,-,-,-,-,-
404,八幡平ハイツ,2,4,対象：男女,89,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,ng
406,八幡平温泉館 森乃湯,2,0,対象：男女,84,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
407,焼走りの湯(岩手山焼走り国際交流村 内),2,3,対象：男女,92,15,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
408,天王温泉くらら,0,3,対象：男女,92,19,60,19,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
410,クアドーム ザ・ブーン,0,1,対象：男女,81,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
412,盛岡市余熱利用健康増進センター ゆぴあす,3,2,対象：男女,80,18,80,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
414,秋田温泉プラザ,2,9,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
415,秋田温泉さとみ 温泉センター りらっくす,3,15,対象：男女,84,15,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
416,ユフォーレ,0,1,対象：男女,75,22,76,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
418,フォックスバーデンスパドーム,1,1,対象：男女,84,20,85,20,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
419,中通温泉こまちの湯ドーミーイン秋田,1,20,対象：男女,92,17,89,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
420,華のゆ グランティア秋田,5,34,対象：男女,80,20,89,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
421,河辺岩見温泉,2,7,対象：男女,90,21,90,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
422,桜温泉さくらさくら,0,3,対象：男女,90,24,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
423,ながまち梅の湯,2,1,対象：男女,88,11,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
425,四季の湯,1,4,対象：男女,92,20,84,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
426,喜盛の湯,15,47,対象：男女,90,15,80,15.5,ng,ok,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
428,西木温泉クリオン,0,3,対象：男女,94,14,92,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ng,ok
429,ホテル森の風鶯宿,2,0,対象：男女,86,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
430,サウナ&カプセル宮古,9,4,男性専用,100,15,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
432,湯ったり館,2,1,対象：男女,90,20,95,21,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
433,温泉ゆぽぽ,0,2,対象：男女,90,16,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
434,かくのだて温泉,0,4,対象：男女,94,16,-,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
435,西仙北ぬく森温泉ユメリア,0,4,対象：-,95,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
437,川口温泉 奥羽山荘,0,4,対象：男女,85,15,84,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
439,かみおか温泉嶽の湯,0,1,対象：男女,90,16,?,?,ng,ng,ng,ok,ng,ok,-,-,-,-,-,-
440,史跡の里交流プラザ柵の湯,1,1,対象：男女,85,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
442,スパ西遊喜,7,8,対象：男女,94,21,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
444,山の神温泉 優香苑 なごみの湯,5,3,対象：男女,87,20,98,20,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ng,ok
445,花巻温泉 ホテル紅葉館,2,4,対象：男女,80,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,ng
446,花巻温泉 ホテル千秋閣,2,3,対象：男女,93,15,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
449,渡り温泉 ホテルさつき 別邸楓,1,1,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
450,湯の杜ホテル志戸平,1,2,対象：男女,101,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
451,ぱいんすぱ新山,2,12,対象：男女,90,18,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
452,志賀来温泉 およねの湯 沢内バーデン,1,0,対象：男女,50,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
453,花と緑と安らぎの湯 東和温泉,5,6,対象：男女,95,25,100,-,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok,ng
455,湯とぴあ 雁の里温泉,1,1,対象：男女,92,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
456,にしめ湯っ娘ランド,1,9,対象：男女,104,17,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
459,清養園クリーンセンター,0,0,対象：男女,90,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
460,ホテルプラザ迎賓,0,4,男性専用,92,16,-,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
462,クォードインyokote,9,10,男性専用,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
463,黄桜温泉 湯楽里,1,1,対象：男女,100,16,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
465,マース北上,4,9,対象：男女,90,14,90,17,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
468,雄物川温泉 えがおの丘,3,5,対象：男女,87,16,84,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
469,あいのの温泉 鶴ヶ池荘,0,3,対象：男女,90,18,?,?,ng,ng,ng,ok,ng,ok,-,-,-,-,-,-
471,瀬峯坂温泉 宝珠の湯,6,3,対象：男女,100,18,80,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
472,にかほ市温泉保養センター はまなす,3,7,対象：男女,100,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
473,夏油高原温泉 兎森の湯,2,1,対象：男女,68,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
475,道の駅 象潟 ねむの丘,3,4,対象：男女,90,20,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
476,五輪坂温泉としとらんど,0,3,対象：男女,85,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
477,金ケ崎温泉駒子の湯,2,0,対象：男女,90,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
478,みどりの郷 みちのく城址温泉,3,0,対象：男女,84,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
479,ホテルフォレスタ鳥海,2,3,対象：男女,90,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
481,珠玉の湯 薬師堂温泉,1,0,対象：男女,94,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
482,猿倉温泉 鳥海荘,1,1,対象：男女,80,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
483,うたたねカフェ さくらの湯,8,2,対象：男女,92,20,90,17,ok,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
484,しゃくなげの湯っこ五葉温泉,3,1,対象：男女,90,14,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
485,水沢石田温泉,0,0,対象：男女,94,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
486,夏虫のお湯っこ,2,1,対象：男女,90,15,90,15,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
488,焼石岳温泉 焼石クアパーク ひめかゆ,3,0,対象：男女,84,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
489,国見平温泉,2,0,対象：男女,92,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
490,鳥海温泉保養センターあぽん西浜,9,12,対象：男女,90,17,83,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
492,舞鶴の湯,1,0,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
493,黒滝温泉 のぞみの湯,2,0,対象：男女,100,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
494,悠久の湯 平泉温泉,1,0,対象：男女,80,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
495,八森温泉ゆりんこ,1,3,対象：男女,90,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
496,秋の宮山荘,0,0,対象：男女,82,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
497,一関温泉 山桜桃の湯,17,9,対象：男女,84,18,-,18,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
499,かんぽの宿 酒田,0,3,対象：男女,90,16,90,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ok,ok
500,まむろ川温泉 梅里苑,0,1,対象：男女,90,16,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
501,庄内町ギャラリー温泉 町湯,11,0,対象：男女,82,17,?,?,ng,ok,ng,ok,ok,ng,-,-,-,-,-,-
503,長沼温泉 ぽっぽの湯,1,0,男性専用,92,19,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
504,リゾートパーク ホテルオニコウベ,0,0,男性専用,95,15,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
508,スーパー銭湯しみずの湯,0,1,対象：男女,84,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
510,東京第一ホテル鶴岡,0,1,対象：男女,92,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
515,庄内おばこの里 こまぎ,1,0,対象：男女,76,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
517,長沼温泉ヴィーナスの湯,2,4,対象：男女,80,18,80,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
518,櫛引温泉 ゆ〜Town,1,5,男性専用,92,15,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
520,かたくり温泉ぼんぼ,1,2,対象：-,94,17,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
525,加護坊温泉 さくらの湯,5,10,男性専用,80,22,?,?,ng,ok,ng,ok,ok,ok,-,-,-,-,-,-
526,保養センターやくらい薬師の湯,5,3,対象：男女,90,17,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
527,極楽湯,2,9,対象：男女,81,16,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
528,わくや天平の湯,4,3,対象：男女,88,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
529,ひまわり温泉 花おりの湯,2,4,対象：-,98,9,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
530,道の駅 上品の郷 (ふたごの湯),6,11,対象：男女,90,20,?,?,ng,ok,ng,ok,ok,ok,-,-,-,-,-,-
531,クアハウス碁点,3,1,対象：-,88,15,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
534,べに花温泉ひなの湯,0,3,対象：-,97,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
535,松島 一の坊,2,6,対象：男女,74,20,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
537,泉ヶ岳温泉 スパ泉ケ岳,1,4,対象：男女,89,22,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
538,ゆっぽとみや大清水,2,13,対象：男女,86,17.8,75,20.1,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ok,ok
540,天童最上川温泉 ゆぴあ,5,6,対象：男女,90,20,80,13,ng,ng,ng,ok,ng,ng,ok,ng,ng,ok,ok,ng
542,ひまわり温泉ゆ・ら・ら,1,3,対象：男女,85,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
543,いきいきの郷総合福祉施設地域福祉センター 温泉浴場・温水プール,0,2,対象：-,91,24,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
545,ゆ処悠々,17,96,対象：男女,94,19,94,21,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
546,スーパー銭湯極楽湯 多賀城店,2,117,対象：男女,98,17,89,17,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
548,山辺温泉,0,2,対象：-,80,13,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
549,芭蕉の湯,8,30,対象：男女,94,18,85,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
550,ドーミーインExpress仙台シーサイド,6,18,対象：男女,95,18,96,17,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok,ok,ng
551,喜代乃湯,5,34,対象：男女,98,20,98,18,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
552,ドーミーイン仙台駅前,0,14,対象：男女,95,19,95,20,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
553,カプセルホテル とぽす 仙台駅西口,29,425,男性専用,95,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
555,ホテルモントレ仙台,7,15,対象：男女,90,20,87,20,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
557,沼木温泉 辻ヶ花,4,2,対象：男女,87,13.5,76,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
558,ホテルキャピタルイン山形,1,3,男性専用,70,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
559,スーパー銭湯テルメ,19,143,対象：男女,100,20,74,16,ok,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
561,ホテルニュー水戸屋,0,3,対象：男女,88,24,88,18,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
563,笹谷温泉 湯元 一乃湯,0,4,対象：男女,55,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
567,パレス松風(一般財団法人白鷹町アルカディア財団)PALACE SHOFU,0,2,対象：男女,102,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
568,スーパー銭湯極楽湯  名取店,8,223,対象：男女,90,15,88,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
574,アクティブリゾーツ宮城蔵王,3,6,対象：男女,90,15.7,80,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
577,旅館三治郎,1,2,男性専用,86,16,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
580,桂の関温泉 ゆーむ,15,34,対象：男女,100,15,84,17,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
582,ハイジアパーク南陽,3,38,対象：男女,102,20,95,19.7,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
583,おおがわら天然温泉 いい湯,0,15,対象：男女,84,18,89,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
584,塩の湯温泉 サンセット中条,3,6,男性専用,92,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
585,添川温泉しらさぎ荘,2,2,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
586,深層湯温泉 紫雲の郷,5,24,対象：男女,88,20,82,20,ng,ok,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
588,金井温泉 金北の里,0,0,対象：男女,92,17,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
590,やすらぎの湯 ゆっぽ,5,18,対象：男女,90,18,88,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
591,高畠町太陽館,6,9,対象：男女,100,17,98,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok,ng
592,聖籠観音の湯 ざぶーん,4,7,対象：男女,90,19,92,16,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
593,おいたま温泉 賜の湯,3,3,男性専用,89,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
594,平安の湯,8,7,対象：男女,98,16,80,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
595,極楽湯 松崎店(旧松崎 湯ったり苑),3,22,対象：男女,96,19.8,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
597,天然温泉多宝の湯ドーミーイン新潟,5,13,対象：男女,92,17,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
598,コナミスポーツクラブ新潟,0,3,対象：男女,86,19,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
599,スポーツクラブNAS新潟,0,25,対象：男女,88,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
600,百花の里 城山温泉,11,32,対象：男女,110,14,95,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
609,摺上亭大鳥,3,3,対象：男女,98,19,91,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
610,アクアパークにいがた,5,5,対象：男女,84,16,?,?,ng,ok,ng,ng,ng,ok,-,-,-,-,-,-
611,花ももの湯,8,18,対象：男女,89,19,50,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
613,そうま温泉天宝の湯,2,20,対象：男女,84,17,85,18,ng,ok,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
614,カーブドッチヴィネスパ,3,5,対象：男女,90,18,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
615,秋葉温泉 花水,4,12,対象：男女,90,17,85,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
616,安田温泉 ホテルやすらぎ,4,5,対象：男女,92,17,86,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
618,福寿温泉 じょんのび館,9,37,対象：男女,97,18,100,16,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
619,極楽湯 福島店,8,42,対象：男女,92,17.5,80,17.5,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ok,ok
622,多宝温泉 だいろの湯,0,16,対象：男女,90,19,80,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
623,ごまどう 湯っ多里館,3,9,対象：男女,90,23,90,13,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
626,弥彦温泉 ホテルヴァイス,0,1,対象：男女,88,22,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
628,五泉市村松 さくらんど温泉,4,8,対象：男女,92,18,92,12,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
631,福うさぎ,1,9,対象：男女,90,21,85,21,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
633,弥彦温泉 さくらの湯,6,13,対象：男女,95,22,90,12,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
634,寺泊岬温泉ホテル飛鳥,0,2,対象：男女,88,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
636,新田川温泉はらまちユッサ,1,7,対象：男女,94,20,70,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
643,ふれあいランド高郷,2,1,対象：男女,95,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
644,スカイピアあだたら 空の湯,0,1,対象：男女,90,18,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
650,ふくしま県民の森フォレストパークあだたら,1,3,対象：男女,70,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
652,グランドサンピア猪苗代リゾートホテル,0,1,対象：-,90,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
653,バイパスサウナ,22,35,男性専用,115,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
655,みつけ健幸の湯 ほっとぴあ,30,131,対象：男女,92,16,80,15,ok,ok,ng,ok,ok,ng,ok,ok,ng,ok,ok,ng
656,大江戸温泉物語 あいづ,1,1,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
657,新鶴温泉健康センター,3,2,対象：男女,112,14,88,14,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
658,富士の湯,6,19,対象：男女,82,18,84,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
661,旬食・ゆ処・宿 喜芳,1,5,対象：男女,95,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
664,会津東山温泉 御宿東鳳,2,2,男性専用,92,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
666,郡山ユラックス熱海,0,0,対象：男女,90,20,90,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
669,スーパー銭湯 越後長岡ゆらいや,8,29,対象：男女,96,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
671,鉢ヶ崎温泉元気の湯,1,3,対象：男女,70,23,?,?,ng,ok,ng,ok,ok,ng,-,-,-,-,-,-
672,スポーツクラブNAS長岡,0,0,対象：男女,90,28,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
673,海浜あみだ湯,0,0,対象：男女,80,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
674,極楽湯 福島郡山店,10,9,対象：男女,92,18,90,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
675,郡山湯処 まねきの湯,19,74,対象：男女,92,15,74,15,ok,ok,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
676,こおりやま駅前サウナ24,13,20,男性専用,95,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,ng
678,温泉天国 さくら湯,0,2,対象：男女,90,19,89,14,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
683,のんびり温泉,0,3,対象：男女,90,22,80,22,ng,ng,ng,ok,ng,-,ng,ng,ng,ok,ng,-
685,寿和温泉,0,2,対象：-,100,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
686,バーデン温泉,0,2,対象：男女,91,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
690,月光温泉クアハイム,4,3,対象：男女,95,17,88,21,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
691,ひとっぷろ  まち湯,2,1,対象：男女,90,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
693,ひばり温泉(ひばり健康ランド),1,3,対象：男女,96,18,88,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
694,季の郷 湯ら里,1,1,対象：男女,90,25,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
695,湯どころ ちぢみの里(道の駅ちぢみの里おぢや),2,3,対象：男女,95,20,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
697,天神岬温泉しおかぜ荘,2,4,対象：男女,94,20,92,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ok,ng
704,鵜の浜人魚館(大潟健康スポーツプラザ),1,1,対象：男女,102,19,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
705,魚沼市湯之谷薬師温泉ゆーパーク薬師,1,0,男性専用,104,18,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
708,山口温泉 きらら289 (やまぐちおんせん きらら にーぱーきゅー),0,1,対象：男女,90,18,-,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
712,ちゃぽランド西郷,3,3,対象：男女,90,12,83,19,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
715,うみてらす名立,5,4,対象：男女,92,19,88,22,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
717,ハーバルスパ&ホテル元気人【令和元年9月25日午前10時で閉店です】,8,1,対象：男女,90,8.6,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
718,門前の湯,3,6,対象：男女,83,20,75,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
720,まつだい芝峠温泉 雲海,6,5,対象：男女,90,30,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
723,ひょっこり温泉 島の湯,5,4,対象：男女,80,25,?,?,ng,ng,ng,ok,ng,ok,-,-,-,-,-,-
726,加賀屋,0,1,対象：男女,88,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
727,湯快リゾート 和倉温泉 金波荘,1,1,対象：男女,93,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
